Timestamp_Epoch,Acq_Time_ms,PSD_Calc_Time_ms,CPU_Load_Pct,RAM_Used_MB,RAM_Total_MB,Swap_Used_MB,Disk_Usage_Pct,CenterFreq_Hz,RBW_Hz,SampleRate_Hz,Span_Hz,Overlap,Scale,Window,LNA,VGA,Amp,PSD_Bins
1764833290,1006.54,1001.46,5.98,1655,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833292,1006.29,973.24,12.38,1698,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833294,1006.17,998.29,11.43,1726,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833297,1006.17,974.16,8.63,1717,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833300,1006.17,1032.55,12.68,1718,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833302,1006.17,973.44,12.46,1744,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833304,1006.17,973.36,12.23,1733,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833306,1006.42,997.89,12.34,1737,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833308,1006.17,973.78,12.31,1755,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833310,1006.17,1000.12,12.56,1789,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833312,1006.29,974.79,12.68,1755,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833315,1006.17,973.77,10.00,1749,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833317,1006.43,997.74,12.50,1742,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833319,1006.17,973.89,12.06,1738,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833321,1006.17,974.88,12.47,1729,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833323,1006.17,974.65,11.52,1732,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833334,1006.55,998.35,2.67,1724,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833336,1006.29,974.31,10.67,1708,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833338,1006.17,994.09,12.35,1716,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833340,1006.29,972.59,11.79,1700,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833343,1006.16,972.28,11.74,1695,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833345,1006.55,992.32,9.51,1692,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833347,1006.17,972.51,12.70,1681,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833350,1006.17,992.09,12.32,1884,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833352,1006.17,972.83,12.42,1783,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833354,1006.17,973.37,12.35,1775,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833356,1006.30,995.67,12.35,1766,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833358,1006.17,973.19,11.73,1747,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833360,1006.17,973.77,12.08,1759,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833363,1006.17,972.49,10.44,1753,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833365,1006.17,972.64,12.19,1730,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833367,1006.55,998.59,11.82,1753,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833370,1006.17,974.14,8.12,1703,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833372,1006.43,998.19,12.23,1716,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833375,1006.17,973.48,9.67,1712,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833378,1006.17,992.50,11.02,1718,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833380,1006.17,974.20,10.05,1724,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833382,1006.17,994.11,12.35,1716,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833384,1006.17,972.89,11.97,1713,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833387,1006.17,993.63,10.62,1702,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833390,1006.17,974.45,9.26,1688,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833392,1006.17,978.90,11.86,1689,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833395,1006.55,992.36,9.45,1686,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833397,1006.17,974.07,12.41,1696,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833399,1006.17,995.52,10.04,1679,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833402,1006.17,974.37,11.17,1686,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833404,1006.17,1015.37,10.64,1675,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833406,1006.17,972.64,12.29,1685,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833409,1006.17,973.05,12.19,1683,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833411,1006.55,997.98,11.37,1686,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833413,1006.17,973.39,11.83,1692,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833416,1006.17,1002.45,10.33,1753,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833418,1006.17,973.16,12.28,1743,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833420,1006.17,973.08,11.97,1748,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833422,1006.17,972.44,12.02,1742,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833425,1006.17,972.42,9.93,1755,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833427,1006.55,993.80,11.11,1761,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833429,1006.17,972.63,12.19,1736,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833431,1006.17,972.44,12.00,1763,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833434,1006.17,972.68,10.46,1736,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833436,1006.17,992.73,10.28,1731,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833439,1006.17,973.32,10.77,1726,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833441,1006.17,972.77,12.35,1738,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833444,1006.55,1001.43,9.78,1712,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833446,1006.29,971.90,12.09,1725,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833448,1006.17,1017.15,10.88,1713,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833450,1006.17,974.87,12.29,1718,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833452,1006.17,974.15,11.85,1713,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833455,1006.55,998.00,12.38,1847,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833457,1006.17,972.42,10.53,1876,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833459,1006.17,993.23,12.53,1867,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833462,1006.17,971.72,10.67,1843,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833464,1006.17,998.18,11.09,1796,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833467,1006.17,973.08,9.55,1854,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833469,1006.29,998.24,10.67,1853,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833471,1006.17,974.37,12.40,1855,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833474,1006.17,974.01,11.64,1844,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833476,1006.43,1028.55,12.34,1856,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833478,1006.17,973.22,10.56,1861,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833480,1006.17,990.06,12.09,1842,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764833483,1006.17,973.59,10.99,1812,8063,0,9.43,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
