Timestamp_Epoch,Acq_Time_ms,PSD_Calc_Time_ms,CPU_Load_Pct,RAM_Used_MB,RAM_Total_MB,Swap_Used_MB,Disk_Usage_Pct,CenterFreq_Hz,RBW_Hz,SampleRate_Hz,Span_Hz,Overlap,Scale,Window,LNA,VGA,Amp,PSD_Bins
1765379537,1007.62,1660.86,11.97,1821,8063,0,10.65,9800000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379541,1007.25,1626.24,11.90,1879,8063,0,10.65,9800000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379547,1007.08,1690.31,7.25,1792,8063,0,10.65,9800000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379554,1007.31,1647.91,6.45,1810,8063,0,10.65,9800000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379561,1007.20,1271.19,5.83,1843,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379565,1006.75,1268.23,7.52,1895,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379570,1006.69,1304.72,7.29,1868,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379574,1006.52,1245.46,9.57,2003,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379578,1006.60,1254.74,7.92,1959,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379582,1006.57,1306.37,10.64,1962,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379586,1006.54,1287.19,8.49,1922,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765379590,1006.52,1274.58,9.97,1903,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379594,1006.87,1309.65,9.18,1902,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379600,1006.84,1319.33,5.47,1879,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379605,1006.44,1343.20,7.61,1911,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379609,1006.43,1274.46,10.50,1944,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379612,1006.79,1313.21,10.33,1957,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379616,1006.42,1306.54,8.78,1939,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379622,1006.40,1291.19,7.36,1951,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379625,1006.39,1280.30,9.06,2115,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379630,1006.38,1294.93,9.02,2050,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379634,1006.63,1313.55,8.18,1975,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379638,1006.37,1341.66,8.63,1963,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
1765379642,1006.37,1297.57,8.95,1890,8063,0,10.65,105700000,10000,20000000,20000000,0.50,dBm,2,0,0,1,2048
