Timestamp_Epoch,Acq_Time_ms,PSD_Calc_Time_ms,CPU_Load_Pct,RAM_Used_MB,RAM_Total_MB,Swap_Used_MB,Disk_Usage_Pct,CenterFreq_Hz,RBW_Hz,SampleRate_Hz,Span_Hz,Overlap,Scale,Window,LNA,VGA,Amp,PSD_Bins
1764828324,1318.05,15.85,0.07,1196,8063,0,9.43,90000000,10000,200000,20000000,0.50,dBm,2,0,0,0,32
1764828376,1006.54,998.96,0.52,1635,8063,0,9.43,90000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831736,1006.55,995.22,0.05,1673,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831738,1006.17,975.52,10.66,1720,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831741,1006.17,995.07,10.56,1832,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831743,1006.17,973.76,10.21,1846,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831746,1006.17,999.66,10.07,1795,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831748,1006.17,973.36,10.37,1746,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831751,1006.30,998.38,9.45,1743,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831753,1006.17,972.64,11.23,1749,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831756,1006.17,998.80,10.39,1870,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831758,1006.17,973.55,11.48,1763,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831761,1006.17,998.17,11.53,1739,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831763,1006.17,974.81,10.31,1733,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831766,1006.17,996.16,10.32,1732,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831769,1006.17,971.69,8.58,1723,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831771,1006.29,999.16,11.32,1722,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831774,1006.41,975.30,9.71,1892,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831776,1006.42,1033.70,11.62,1739,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831778,1006.42,974.47,10.67,1761,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831781,1006.29,972.56,11.33,1718,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831784,1006.54,998.54,8.83,1704,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831786,1006.17,975.27,11.03,1937,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831788,1006.42,1003.73,10.88,2072,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831791,1006.17,977.10,10.20,1961,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831794,1006.29,1001.36,10.10,1867,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831796,1006.16,976.30,11.08,1833,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831801,1006.54,988.15,5.67,1730,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831803,1006.17,974.70,10.84,1689,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1764831805,1006.17,998.96,11.13,1629,8063,0,9.43,100000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
