timestamp_ms,mac_address,fetch_duration_ms,zmq_send_duration_ms,c_engine_response_ms,pxx_len,pxx_type,server_pkg_bytes,server_pkg_Kb,server_pkg_KB,server_pkg_Mb,server_pkg_MB,outgoing_pkg_bytes,outgoing_pkg_Kb,outgoing_pkg_KB,outgoing_pkg_Mb,outgoing_pkg_MB,upload_duration_ms,cfg_center_freq_hz,cfg_rbw_hz,cfg_port,cfg_win,cfg_overlap,cfg_sample_rate_hz,cfg_lna_gain,cfg_vga_gain,cfg_antenna_amp,cfg_span,sent_start_freq_hz,sent_end_freq_hz,sent_center_freq_hz,sent_timestamp
1765380184056,2c:cf:67:51:17:be,689.33,0.08,2435.73,32768,list,190,1.52,0.1855,0.00152,0.000181,639904,5119.232,624.9062,5.119232,0.61026,12159.94,105700000,1000,,hamming,0.5,20000000,0,0,True,20000000,95700000,115699389.6484375,105700000,2025-12-10T15:22:51.872
