timestamp_ms,mac_address,fetch_duration_ms,zmq_send_duration_ms,c_engine_response_ms,pxx_len,pxx_type,server_pkg_bytes,server_pkg_Kb,server_pkg_KB,server_pkg_Mb,server_pkg_MB,outgoing_pkg_bytes,outgoing_pkg_Kb,outgoing_pkg_KB,outgoing_pkg_Mb,outgoing_pkg_MB,upload_duration_ms,cfg_center_freq_hz,cfg_rbw_hz,cfg_port,cfg_win,cfg_overlap,cfg_sample_rate_hz,cfg_lna_gain,cfg_vga_gain,cfg_antenna_amp,cfg_span,sent_start_freq_hz,sent_end_freq_hz,sent_center_freq_hz,sent_timestamp
1765327733064,2c:cf:67:51:17:be,550.21,0.06,2074.57,4096,list,189,1.512,0.1846,0.001512,0.00018,80129,641.032,78.251,0.641032,0.076417,781.02,98000000,5000,,hamming,0.5,20000000,0,0,True,20000000,88000000,107995117.1875,98000000,2025-12-10T00:48:52.279
