timestamp_ms,mac_address,fetch_duration_ms,zmq_send_duration_ms,c_engine_response_ms,pxx_len,pxx_type,server_pkg_bytes,server_pkg_Kb,server_pkg_KB,server_pkg_Mb,server_pkg_MB,outgoing_pkg_bytes,outgoing_pkg_Kb,outgoing_pkg_KB,outgoing_pkg_Mb,outgoing_pkg_MB,upload_duration_ms,cfg_center_freq_hz,cfg_rbw_hz,cfg_port,cfg_win,cfg_overlap,cfg_sample_rate_hz,cfg_lna_gain,cfg_vga_gain,cfg_antenna_amp,cfg_span,sent_start_freq_hz,sent_end_freq_hz,sent_timestamp,sent_mac
1765239970239,2c:cf:67:51:17:be,35.92,0.07,1997.95,2048,list,186,1.488,0.1816,0.001488,0.000177,40134,321.072,39.1934,0.321072,0.038275,53.58,98000000,10000.0,1,hamming,0.5,20000000,0,0,1,20000000,88000000,107990234.375,1765239970183,2c:cf:67:51:17:be
